For Trade:  Glock 32C Trade for Glock 19/17,N/A,N/A,alabama,  7564748," Saturday, November 11, 2017",Handguns,Glock                                                                                ,Striker Fire                                                                                ,This is the compensated modelHas a low round countTrijicon Night SightsBottom plug2 magsComes with a full mag of Hornady Critical Duty Hollowpoints and close to 50 rounds of fmjLooking to trade for full frame Glock 9mm (19/17)Text 2052856302
For Sale:  Colt 1911 ,650                                                                    ,Sell/Trade,alabama,  7564716," Saturday, November 11, 2017",Handguns,Colt                                                                                ,Single Action                                                                                ,Colt 1911 Government 45. Series 80 $650. (205) 441-3160. Call or text.
For Sale:  Smith and Wesson m4013 TSW  .40,300                                                                    ,Sell/Trade,alabama,  7564679," Saturday, November 11, 2017",Handguns,Smith & Wesson                                                                                ,Double Action                                                                                ,"Great shooting pistol ""Cheap"" nightsites with 3 mags 2 leather holsters and ammo."
For Sale/Trade:  H&K VP9 plus extras,525                                                                    ,Sell/Trade,alabama,  7564481," Saturday, November 11, 2017",Handguns,Heckler & Koch                                                                                ,Striker Fire                                                                                ,"Excellent condition VP9 with factory night sights, two mags, box, and custom holster. Will sell, but prefer to trade. Must be an AL resident with a pistol permit."
Want To Buy:  Winchester 1300 defender,N/A,N/A,alabama,  7562533," Saturday, November 11, 2017",Shotguns,Winchester                                                                                ,Pump Action                                                                                ,Looking to buy Winchester 1300 defender
Want To Buy:  18 inch 870 barrel ,N/A,N/A,alabama,  7564493," Saturday, November 11, 2017",Shotguns,Remington                                                                                ,Pump Action                                                                                ,wanting to buy Remington 870 18 inchbarrel.
"For Sale:  Ruger P95, 9mm, Used, Exc Cond",300                                                                    ,Sell/Trade,alabama,  7564381," Saturday, November 11, 2017",Handguns,Ruger                                                                                ,Double / Single Action                                                                                ,"DEALER TRANSACTIONKeel Mountain Munitions has available a Radom P-64s 9 x18 Makarov PistolRuger P95 9mm Semi Auto PistolThis pistol is in excellent condition, not many rounds down the pipe.Model No.: P95PR15Picatinny RailAmbidextrous safety/decocker3.9"" barrel15+1Comes with the factory box, 2 magazines, and the factory goodies.Dealer transaction, background check and AL sales tax as applicablePrice listed is cash, +4% card transactionShipping to your FFL $25"
For Sale:  Radom P-64 9x18 Makarov,275                                                                    ,Sell/Trade,alabama,  7564352," Saturday, November 11, 2017",Handguns,N/A,Double / Single Action                                                                                ,"DEALER TRANSACTIONKeel Mountain Munitions has available a Radom P-64 9 x18 Makarov PistolA little piece of history.The P-64 is a Polish 9x18mm semi-automatic pistol designed to fire the 9—18mm Makarov cartridge. The pistol was developed in the late 1950s at the Institute for Artillery Research (Polish: Zak‚ad Broni Strzeleckiej Centralnego Badawczego Poligonu Artyleryjskiego, which later became the Military Institute of Armament Technology, Polish: Wojskowy Instytut Techniczny Uzbrojenia w Zielonce-WITU) by a team consisting of: W. Czepukajtis, R. Zimny, H. Adamczyk, M. Adamczyk, S. Kaczmarski and J. Pyzel. The P-64 is also known as the CZAK[1] (an acronym of the designers' last names with the exception of J. Pyzel, who joined the team after the name had been established).Double Action Blowback Operated6-round magazine capacitySA/DA with decockerPrinted copy of user's manualComes with 1 magazineDealer transaction, background check and AL sales tax as applicablePrice listed is cash, +4% card transactionShipping to your FFL $25"
For Sale:  G3 Glock 17,500                                                                    ,Sell/Trade,alabama,  7564360," Saturday, November 11, 2017",Handguns,Glock                                                                                ,Double Action                                                                                ,Has ghost connector 251-269-3047
For Sale:  Tcp 380cal,250                                                                    ,Sell/Trade,alabama,  7564273," Saturday, November 11, 2017",Handguns,Taurus                                                                                ,N/A,New TCP 380 OUT OF BOX SHOT ONLY TWICE NOT REGISTERED. Asking 250 ..obo offer available CALL 334-314-4839
For Sale:  AR 15's  ,500                                                                    ,Sell/Trade,alabama,  7481087," Saturday, November 11, 2017",Rifles,Bushmaster                                                                                ,Semi-automatic                                                                                ,"Have two AR 15 both in excellent condition low round count#1 bushmaster carbine 5.56 1-8 twist free float hand guard#2 PSA/Anderson pistol build 5.56 1-7 twist carry strap and flip up sight price is firm, this price is for each 256-656-14six zeroNot looking for any trades ,must have current ccw ,or will have transfer done thanks"
For Sale:  AK 47 ,700                                                                    ,Sell/Trade,alabama,  7452420," Saturday, November 11, 2017",Rifles,IO Inc                                                                                ,Semi-automatic                                                                                ,"Have a like new io ak 47 comes with box and all paperwork ,also comes with a bunch of mags and a ton of  ,ammo also comes with spare bolt carrier and recoil spring has muzzel brake also 256-656-14six zeroNot looking for any trades ,must have current ccw,or will transfer ."
For Sale:  Core 15 piston driven ,"1,000                                                                    ",Sell/Trade,alabama,  7113867," Saturday, November 11, 2017",Rifles,Core Rifle Systems                                                                                ,Semi-automatic                                                                                ,"Have a like new core ar15 piston driven carbine ,has lifetime warranty on it also comes with mags"
For Sale/Trade:  Glock 19 Gen 3,"123,456                                                                    ",Sell/Trade,alabama,  7564242," Saturday, November 11, 2017",Handguns,Glock                                                                                ,Striker Fire                                                                                ,"Gen 3 Glock 19,  night sights and 4 magazines.  Looking for a Beretta 92FS or 96A1. Text 205-493-2666."
For Sale:  Smith and Wesson M&P Shield 45 with thumb safety,350                                                                    ,Sell/Trade,alabama,  7327967," Saturday, November 11, 2017",Handguns,Smith & Wesson                                                                                ,N/A,"Smith and Wesson M&P Shield with thumb safety in 45 caliber for sale.  Gun is brand new, never been carried and unfired except for at the factory.  Two factory magazines with it.  Price is firm, cash only and no trades.  Must have valid concealed carry permit and be willing to do a bill of sale for my records and yours only.  Thanks."
For Sale:  Kimber Ultra Carry II Black 45ACP,650                                                                    ,Sell/Trade,alabama,  7564031," Saturday, November 11, 2017",Handguns,Kimber                                                                                ,Single Action                                                                                ,"In great condition with box, manual, lock, takedown tool, and one 7round magazine included.3"" barrel28 ounce weightFor sale only, not interested in trades.256-213-1001 Text preffered."
For Sale:  Ruger Mini 14 Target,700                                                                    ,Sell/Trade,alabama,  7333540," Saturday, November 11, 2017",Rifles,Ruger                                                                                ,Semi-automatic                                                                                ,"Up for sale is a real tack driver.  With the hormonic balancer to tune the barrel to your particular ammo, you turn the reliable mini 14 in a accuracy machine.  The rifle has had the trigger sent off a professionaly set to a very crisp trigger pull.  Comes with the factory 5 round and an additional ruger 20 round magazine.  Also has the stainless 1"" and 30mm Ruger rings and an attachment made by Harris to attach your bipod.  Very nice condition with low round count (about 600).  Discontinued in 2013, I believe.  Over $1,200 at retail.  First $750 gets it.  Will consider shipping to a FFL for $40.  Consider trades on Glocks and Kimbers or Anschutz rifles.  Prefer email, but if you must:  256- five two zero- 285 five."
For Sale:  NIB Smith and Wesson M&P II Custom,700                                                                    ,Sell/Trade,alabama,  7222290," Saturday, November 11, 2017",Rifles,Smith & Wesson                                                                                ,Semi-automatic                                                                                ,"Up for consideration is a brand new in the box M&P II 5.56 AR15 ($739 retail).  It is ready for you to customize with a custom MagPul furniture by Matrix ($189 retail).  Easy do it yourself kit in about 15 minutes.  Also included is the every popular Bushnell TRS-25 red dot, also new in it's package ($119 retail).  $1047 value for $700.  Will consider Glock and Kimber pistols on trade in Huntsville, AL area only."
For Sale:  H&R Pardner 12ga,200                                                                    ,Sell/Trade,alabama,  7531799," Saturday, November 11, 2017",Shotguns,H&R                                                                                ,Pump Action                                                                                ,H&R Pardner 12ga pump. Shotgun is in excellent condition. Has side saddle and light. Great home defense shotty for when things go bump in the night. Asking $220 as it sits or $200 without the light. Text 334.424.4866 if interested. Located in Calera.
For Sale/Trade:  Kahr p40 with Trijicon night sights,425                                                                    ,Sell/Trade,alabama,  7564072," Saturday, November 11, 2017",Handguns,Kahr                                                                                ,N/A,Kahr p40 with Trijicon night sights 2 mags $425
For Sale:  CVA STALKER ELITE 223 STAINLESS W/SCOPE,250                                                                    ,Sell/Trade,alabama,  7564048," Saturday, November 11, 2017",Rifles,N/A,Break Open                                                                                ,"CVA BREAK OPEN 223 STAINLESS 24"" barrel 3x9x40 RWS SCOPE WITH ADJ YARDAGE (scope cost $120.00 + rings) VERY GOOD CONDITION ACCURATE RIFLE $250.00"
For Trade:  Glock 17!,N/A,N/A,alabama,  7535282," Saturday, November 11, 2017",Handguns,Glock                                                                                ,Striker Fire                                                                                ,i have a glock 17 gen 3 with everything from factory I am looking to trade for another concealed  carry pistol. If interested txt 256-280-1048 looking to trade only not for sale. Mainly interested in a glock 19
For Sale/Trade:  Glock 19 gen 4,500                                                                    ,Sell/Trade,alabama,  7563983," Saturday, November 11, 2017",Handguns,Glock                                                                                ,N/A,"Have a Glock 19 gen 4 with everything from the factory and a holster. Gun is like brand new only shoot a few times. Looking to sale or trade. Will look at sig 9mm,canik tp9sfx, or 1911. Asking 500 obo text or email due to work but will call before meet up must have ccl and bill of sale. 256 486 1185"
For Sale/Trade:  7 inch Diamondback AR15 ,800                                                                    ,Sell/Trade,alabama,  7424801," Saturday, November 11, 2017",Handguns,Diamondback Firearms                                                                                ,N/A,"Selling 7in Diamondback AR-15. Comes with 6 magpul mags, 90 rounds, Voodoo Tactical carry case, Quick Shot red dot, FAB Defense back up iron sights, Single point sling and SB15 stabalizing brace. Will trade for XDM competition 9mm."
For Sale:  Sauer model 200 cal 25-06,950                                                                    ,Sell/Trade,alabama,  7448896," Saturday, November 11, 2017",Rifles,N/A,Bolt Action                                                                                ,"Sauer 200 takedown rifle in 25-06 and can be converted to any other standard non magnum long action caliber such as 270, 30-06, 6.5x55. Sig Arms Import West German made rifle seldom seen in U.S.$1050 w/o scope. Possible trades and  prefer local sale but will ship for freight and possible Ffl fees. More pics available."
For Sale:  Para p14 45 Custom Comp,725                                                                    ,Sell/Trade,alabama,  7357432," Saturday, November 11, 2017",Handguns,N/A,N/A,"Para Ordnance P14 45acp with alloy frame, stainless slide, Clark Custom barrel and comp. very nice trigger job, prob 3lb or less. This is a threaded bbl and comp custom fitted to slide without bbl bushing. This is not one of Clarks drop in barrel/comps.asking 725 with 4 magazines, one factory mag and rest new Mec-gars. 650 with one mag. All 14 rd capacity. Not a show piece but not $2000+ either.local area code..... 597:8979 text or call"
For Sale:  CZ 550 308 Varmit Kevlar HS Precision,"1,000                                                                    ",Sell/Trade,alabama,  7357254," Saturday, November 11, 2017",Rifles,CZ USA                                                                                ,Bolt Action                                                                                ,"This is a CZ550 with HS Precision stock factory setup from about 2012.This is a 308 heavy barrel with detachable 4 round magazine and factory 10 round are available also. This rifle is really the longer range(longer barrel) precision/varmit/sniper version of CZs 750 urban rifle which is 16"" and threaded and around $2000.Single set trigger which is advertised to be 8 oz.Read up on them and let me know if interested. Really only wanting cash but if trade is too good to pass up then I would consider. $1000 firm with scope and factory 30mm mounts/rings. 850 w/o scope which is a osprey lit reticle range finding 6-24x50 I believe. Around $200 scope, not expensive but really nice scope for the $$.Can email or text more pics. Local area code 597:8979"
For Sale:  S&W M&P 15-22,300                                                                    ,Sell/Trade,alabama,  7542900," Saturday, November 11, 2017",Rifles,Smith & Wesson                                                                                ,Semi-automatic                                                                                ,Smith & Wession M&P 15-22 for sale in enterprise.  WILL NOT SHIP. Gun and 1 mag. Magpul MBUS sights. 300.00 must sign bill of sale and have AL CONCEILED CARRY licence.
For Sale:  Polytech M14s,"1,050                                                                    ",Sell/Trade,alabama,  7362327," Saturday, November 11, 2017",Rifles,N/A,N/A,"Have a nice Polytech that has had a Springfield stock(black crinkle coat GI) and flash hider added. These are really nice rifles with forged receivers, forged one piece op rods and chrome lined barrels.One 20 rd mag included. Have a wood GI stock that can go with it also for asking price. Will need refinish but another option if you don't care for the synthetic stock. Probably have a original GI brown synthetic also. More pics available.Local area code 597-8979"
For Sale:  Savage Model 110 243Win,350                                                                    ,Sell/Trade,alabama,  7563880," Saturday, November 11, 2017",Rifles,Savage Arms                                                                                ,Bolt Action                                                                                ,Savage model 110 243Win. Gun is in pretty good shape. It has been used and drives tacks. I haven’t used it in awhile. Comes with an NcStar 3-12x50 illuminated reticle Scope. Gun and Scope will come together and I will not split. $350please txt 251-253-9429
For Sale:  Savage 99 308 Lever Action ,375                                                                    ,Sell/Trade,alaska,  7564819," Saturday, November 11, 2017",Rifles,Savage Arms                                                                                ,Lever Action                                                                                ,Used but cared for Savage 99 for sale. One of the best deer rifles of all time. It's in 308 Winchester with the drum magazine that holds 4+1. It also has the level safety. Flip up sight. Located in Douglas. Call or text anytime for more pictures/info. 865-643-1103
For Sale/Trade:  Kimber/Glock Pistol Package,"1,150                                                                    ",Sell/Trade,alaska,  7562463," Friday, November 10, 2017",Handguns,Kimber                                                                                ,Double / Single Action                                                                                ,"Kimber Custom 2 .45acp, never fired with 1 mag plus Glock 29 10mm with leather holster/1 mag in good condition. $500 for Glock, $750 for Kimber or $1150 for both. Always open to a good trade/ cash+trade. Call or text ONLY at 907-7eight2-5eight57, will not respond to emails. Thanks for looking."
Want To Buy:  Want to buy P320 V-Tac,450                                                                    ,Sell/Trade,alaska,  7562260," Friday, November 10, 2017",Handguns,Sig Sauer                                                                                ,N/A,"Want to buy Sig P320 Vtac, or P320 X5. Shoot me what you have and how much."
For Sale:  Ruger Redhawk 44,750                                                                    ,Sell/Trade,alaska,  7560636," Friday, November 10, 2017",Handguns,Ruger                                                                                ,Double Action                                                                                ,"The Ruger Redhawk Revolver in .44 Magnum5.5-inch barrel, stainless steel finish,Hogue grips, front ramp sight, rear adjustablesight, double action trigger, and a 6 roundcapacity. AK area code 388-4927 $750"
For Sale:  Glock 23C .40 compensated,600                                                                    ,Sell/Trade,alaska,  7559019," Friday, November 10, 2017",Handguns,Glock                                                                                ,Striker Fire                                                                                ,"This is a very nice condition and somewhat rare Glock 23 C .40. The C is for ""compensated"". It has a very effective built in compensator that dramatically reduces muzzle flip. from the potent .40 round. If you meausre the same muzzle to breech distance (be aware of the fact that when most people talk about a reovlers barrel they do not include the length of the chamber, so be sure yiou are talking about the same distance) you will see that .40 is actualy not far behind the .357 mag in factory ammo.No trades.TED 907-243-0114"
For Sale:  629-4 3” Lew Horton ,"1,400                                                                    ",Sell/Trade,alaska,  7460499," Friday, November 10, 2017",Handguns,Smith & Wesson                                                                                ,Double / Single Action                                                                                ,"Stainless 629 Lew Horton Limited Edition Model 629-4.44 Magnum With Unfluted Cylinder3"" Barrel LengthRubber Pachmayr Grips+rosewood (altemonte)Comes With Email Correspondence With Lew Horton, And Case / paperwork.210-846-8oo6"
For Sale:  M&P VTAC 9mm ,500                                                                    ,Sell/Trade,alaska,  7523816," Thursday, November 9, 2017",Handguns,Smith & Wesson                                                                                ,Striker Fire                                                                                ,M&P VTAC 9mm with flat forward set sear kit installed 600 with the trigger 500 without.
For Sale/Trade:  Remington 700 NORTH AMERICAN 375RUM SS,"1,450                                                                    ",Sell/Trade,alaska,  7305620," Thursday, November 9, 2017",Rifles,Remington                                                                                ,Bolt Action                                                                                ,"The Model 700 North American custom riflehas a ""Blue printed"" action, jeweled boltbody, machined trigger guard andfloorplate, Bell & Carlson stock. Alsofeaturing an adjustable trigger, Thumbsafety, synthetic stock with black webbingand a stainless metal finish. 907 388 4927$1450. Brand new, haven't shot it, got two boxes of ammo. Looking to trade for a Weatherby also."
For Sale/Trade:  Customized Glock 17,"1,800                                                                    ",Sell/Trade,alaska,  7555281," Thursday, November 9, 2017",Handguns,Glock                                                                                ,Striker Fire                                                                                ,"Glock 17 Gen 3 9mm with $1,200 put into it.Extended ported steel barrelThreaded steel barrelStarburst stipplingTrigger guard undercutsTungsten guide rodTitanium slide plateSteel recoil springCompetition trigger spring3.5 pound trigger5 x 17 round magazine’sBlackhawk holsterOriginal caseAll original parts as wellWilling to mail to your FFL for $35.I’m open for trades. Custom guns definitely, or multiple guns. I’m interested in an HK VP9, Sig P320, Glock 19 custom, or stock with cash. Or make an offer. Open to AR’s as well."
For Sale:  Custom AR-15,800                                                                    ,Sell/Trade,alaska,  7555193," Thursday, November 9, 2017",Rifles,Palmetto State Armory                                                                                ,Semi-automatic                                                                                ,"I have a custom AR-15 for sale asking $800.(how much it cost to make) It has a PSA lower with magpul furniture, PSA black nitride BCG, K&W upper with 15""  key mod with faux suppressor, .223 Wild barrel, NC star 4x92 with micro red dot. And comes with 5 Lancer mags. As well as a single point sling."
For Sale/Trade:  Galil 308,"2,300                                                                    ",Sell/Trade,alaska,  7092689," Wednesday, November 8, 2017",Rifles,N/A,Semi-automatic                                                                                ,"For sale/trade: i have a hard to find Galil in 308 with (imi) parts, not the newer (iwi). This guns are going for over $3K on gun brokers, if you can even find it. I am asking $2300 or trade for a Wilson Combat, Ed brown, Nighthawk, 1911’s. Give me a call or text if interested. Must be Alaska resident and 21 or over. I WILL NOT ANSWER EMAILS!!! TEXT OR CALL ONLY. 907-830-4910- thanks."
For Sale:  Ruger Mark 2 target,400                                                                    ,Sell/Trade,alaska,  7098687," Wednesday, November 8, 2017",Handguns,Ruger                                                                                ,Single Action                                                                                ,"for sale: older model ruger mark 2 with 4 inch bull barell, like new, only seven rounds through the barell. Beautiful pistol. Call or text 907-830-4910. I WILL NOT ANSWER EMAILS!!! TEXT OR CALL ONLY. Must be alaska resident and 21 or over. Thanks!"
For Sale/Trade:  Smith and Wesson 386 PD,"1,000                                                                    ",Sell/Trade,alaska,  7552253," Wednesday, November 8, 2017",Handguns,Smith & Wesson                                                                                ,Double / Single Action                                                                                ,Smith AirLite 386 7 shot 357 mag with scandium frame and Titanium cylinders.$1000 obowill not respond to emailsnineO7three15eight78six
For Sale:  Kimber Sapphire Ultra,"1,200                                                                    ",Sell/Trade,alaska,  7509873," Wednesday, November 8, 2017",Handguns,Kimber                                                                                ,Single Action                                                                                ,"For sale is a Kimber Sapphire ultra in 9mm. Comes with factory case, takedown tool, and mag. Gun is in like new condition. Asking $1200 or best offer, need money for a car repair."
"For Sale:  Rifles,  moving sale","123,456                                                                    ",Sell/Trade,alaska,  7551726," Wednesday, November 8, 2017",Rifles,Ruger                                                                                ,Bolt Action                                                                                ,"Rugar mod 77MK II 30-06 SS AND SS SCOPE,  BROWNING A BOLT 30-06 W/SCOPE,  NORINCO AK 47, 2 EACH RUGAR 10-22 CARBINES,  20GA SHOTGUN AUTO BARETTA,  12 GA PUMP BEAR SHOTGUN W/SLUGS.  BUSHMASTER AR15 3 POINT SLING AND SOFT CASE. ALL REASONABLE OFFERS ACCEPTED.   CASH ONLY NO TRADES UNLESS YOU HAVE HARLEY OR PARTS."
For Sale:  Win 94 Classic ,850                                                                    ,Sell/Trade,alaska,  7549287," Tuesday, November 7, 2017",Rifles,Winchester                                                                                ,Lever Action                                                                                ,"Winchester Model 94 in .32 WinClassic cowboy rifle with large lever loop and saddle ringNew, never fired"
For Sale:  S&W .44 Mag,900                                                                    ,Sell/Trade,alaska,  7549253," Tuesday, November 7, 2017",Handguns,Smith & Wesson                                                                                ,Double / Single Action                                                                                ,"Smith & Wesson Model 29 .44 magnum revolverNew in wooden display caseNickel plated; 8"" barrel; never firedVery nice gun"
For Sale:  S&W .45 Target Revolver,"1,100                                                                    ",Sell/Trade,alaska,  7549228," Tuesday, November 7, 2017",Handguns,Smith & Wesson                                                                                ,Double / Single Action                                                                                ,Smith&Wesson Model 25 Target Revolver in .45 acp.Beautful gun; New in display case.Large wide trigger and hammer for comfortable shootingIncludes half moon clips for acp rounds
For Sale/Trade:  Glock 20,550                                                                    ,Sell/Trade,alaska,  7548734," Tuesday, November 7, 2017",Handguns,Glock                                                                                ,Striker Fire                                                                                ,"Looking to trade or sell my g20 for a g17 or g34.. 20 comes with stipled grips, ported lone wolf barrel and Galco chest holster as well as a few rounds of ammo.. trade or 550$"
For Sale:  Browning Buckmark,425                                                                    ,Sell/Trade,alaska,  7548184," Tuesday, November 7, 2017",Handguns,Browning                                                                                ,Single Action                                                                                ,Browning Buckmark 22 Target Pistol. Includes 2 Mags + Tactical Solutions Barrel upgrade + Bushnell Red Dot.  Impeccably cared for.  Cleaned after every use regardless of how few rounds were fired.  All accessories in photos except case will be included.
For Sale:  Smith and Wesson M&P 9 Shield,325                                                                    ,Sell/Trade,alaska,  7548074," Tuesday, November 7, 2017",Handguns,Smith & Wesson                                                                                ,Striker Fire                                                                                ,Smith and Wesson M&P 9 MM Shield.  Includes 2 Mags + Holster.  Impeccably cared for.  Cleaned after every use regardless of how few rounds were fired.  All accessories in photos except case will be included.
